"week_ending","federal_provider_number","provider_name","provider_address","provider_city","provider_state","provider_zip_code","submitted_data","passed_quality_assurance","residents_weekly_admissions","residents_total_admissions","residents_weekly_confirmed","residents_total_confirmed","residents_weekly_suspected","residents_total_suspected","residents_weekly_all_deaths","residents_total_all_deaths","residents_weekly_covid_19","residents_total_covid_19","number_of_all_beds","total_number_of_occupied","resident_access_to_testing","laboratory_type_is_state","laboratory_type_is_private","laboratory_type_is_other","staff_weekly_confirmed_covid","staff_total_confirmed_covid","staff_weekly_suspected_covid","staff_total_suspected_covid","staff_weekly_covid_19_deaths","staff_total_covid_19_deaths","shortage_of_nursing_staff","shortage_of_clinical_staff","shortage_of_aides","shortage_of_other_staff","any_current_supply_of_n95","one_week_supply_of_n95_masks","any_current_supply_of_surgical","one_week_supply_of_surgical","any_current_supply_of_eye","one_week_supply_of_eye","any_current_supply_of_gowns","one_week_supply_of_gowns","any_current_supply_of_gloves","one_week_supply_of_gloves","any_current_supply_of_hand","one_week_supply_of_hand","ventilator_dependent_unit","number_of_ventilators_in","number_of_ventilators_in_1","any_current_supply_of","one_week_supply_of_ventilator","total_resident_confirmed_covid_19_cases_per_1_000_residents","total_resident_covid_19_deaths_per_1_000_residents","total_residents_covid_19_deaths_as_a_percentage_of_confirmed_covid_19_cases","geocoded_state","geolocation"
"2020-05-31T00:00:00.000","105089","MANOR PINES CONVALESCENT CENTER","1701 NE 26TH ST","FORT LAUDERDALE","FL","33305","Y","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-82.42097800000002 28.260731)","POINT (-80.12451 26.159670000000002)"
"2020-06-07T00:00:00.000","145404","FARMINGTON COUNTRY MANOR","701 SOUTH MAIN STREET","FARMINGTON","IL","61531","Y","Y","0","0","0","0","0","0","0","0","0","0","92","67","Y","N","Y","N","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-89.148632 40.124144)","POINT (-90.006073 40.685534000000004)"
"2020-06-07T00:00:00.000","015141","ARBOR WOODS HEALTH AND REHAB","515 2ND AVENUE NORTHWEST","REFORM","AL","35481","Y","Y","0","0","0","0","0","0","0","0","0","0","85","55","Y","N","Y","N","0","0","0","0","0","0","Y","N","Y","N","Y","N","Y","N","Y","Y","Y","N","Y","Y","Y","N","N",,,,,"0.0","0.0",,"POINT (-86.844516 32.756889)","POINT (-88.019974 33.381773)"
"2020-06-07T00:00:00.000","055280","CENTRAL GARDENS POST ACUTE","1355 ELLIS STREET","SAN FRANCISCO","CA","94115","Y","Y","0","4","0","1","0","1","2","32","0","6","92","70","Y","Y","Y","N","0","4","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"14.3","85.7","600.0","POINT (-119.662127 37.211164)","POINT (-122.428618 37.782869)"
"2020-05-24T00:00:00.000","055874","HAYWARD HEALTHCARE & WELLNESS CENTER","1805 WEST STREET","HAYWARD","CA","94545","Y","Y","0","0","0","0","9","9","0","0","0","0","99","85","Y","N","Y","Y","1","1","4","4","0","0","Y","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-119.662127 37.211164)","POINT (-122.116045 37.644882)"
"2020-06-14T00:00:00.000","055466","THE SEQUOIAS","501 PORTOLA ROAD","PORTOLA VALLEY","CA","94028","Y","Y","9","9","0","0","0","0","0","0","0","0","43","22","Y","N","N","Y","0","1","0","1","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-119.662127 37.211164)","POINT (-122.220441 37.37525500000001)"
"2020-06-07T00:00:00.000","115396","QUIET OAKS HEALTH CARE CENTER","125 QUIET OAKS DRIVE","CRAWFORD","GA","30630","Y","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-83.426574 32.638481)","POINT (-83.152266 33.887063)"
"2020-06-07T00:00:00.000","105335","ABBEY DELRAY","2105 SW 11TH COURT","DELRAY BEACH","FL","33445","Y","Y","0","0","0","2","0","0","0","0","0","0","100","95","Y","N","Y","N","1","3","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"21.1","0.0","0.0","POINT (-82.42097800000002 28.260731)","POINT (-80.094409 26.443864)"
"2020-05-31T00:00:00.000","105202","APOLLO HEALTH AND REHABILITATION CENTER","1000 24TH ST N","SAINT PETERSBURG","FL","33713","Y","Y","0","0","0","1","0","0","0","0","0","0","99","92","Y","N","Y","N","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"10.9","0.0","0.0","POINT (-82.42097800000002 28.260731)","POINT (-82.665189 27.782192)"
"2020-05-24T00:00:00.000","105563","CENTRE POINTE HEALTH AND REHAB CENTER","2255 CENTERVILLE ROAD","TALLAHASSEE","FL","32308","Y","Y","0","0","0","0","0","0","0","0","0","0","140","106","Y","N","Y","N","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-82.42097800000002 28.260731)","POINT (-84.240837 30.476089999999996)"
"2020-05-31T00:00:00.000","135067","GOOD SAMARITAN SOCIETY - MOSCOW VILLAGE","640 NORTH EISENHOWER STREET","MOSCOW","ID","83843","Y","Y","0","0","0","0","0","0","0","1","0","0","63","41","Y","N","Y","N","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-114.659366 44.389073)","POINT (-116.973663 46.738985)"
"2020-05-24T00:00:00.000","105870","LIFE CARE CENTER OF CITRUS COUNTY","3325 W JERWAYNE LN","LECANTO","FL","34461","Y","N","0","0","0","0","0","0","70","70","0","0","120","99","Y","Y","N","N","0","0","2","2","0","0","N","N","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-82.42097800000002 28.260731)","POINT (-82.49068 28.871793)"
"2020-06-14T00:00:00.000","106030","WESTMINSTER POINT PLEASANT","1533 4TH AVE W","BRADENTON","FL","34205","Y","Y","0","0","0","0","0","0","1","7","0","0","107","100","Y","N","Y","N","0","0","0","0","0","0","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-82.42097800000002 28.260731)","POINT (-82.577008 27.496317)"
"2020-05-24T00:00:00.000","035243","LIFESTREAM AT SUN RIDGE","12215 WEST BELL ROAD","SURPRISE","AZ","85378","Y","Y","0","0","0","0","3","3","0","0","0","0","58","40","Y","Y","Y","N","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",,,,,,"0.0","0.0",,"POINT (-111.664616 34.293239)","POINT (-112.323944 33.6386)"
"2020-06-21T00:00:00.000","145309","RED BUD REGIONAL CARE","350 WEST SOUTH 1ST STREET","RED BUD","IL","62278","Y","Y","0","0","0","0","0","0","0","0","0","0","115","70","Y","N","Y","N","0","0","0","0","0","0","N","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-89.148632 40.124144)","POINT (-89.996846 38.210762)"
"2020-05-24T00:00:00.000","145337","SYMPHONY OF BRONZEVILLE","3400 SOUTH INDIANA","CHICAGO","IL","60616","Y","Y","4","4","0","0","4","4","6","6","1","1","302","236","Y","Y","Y","N","2","2","5","5","0","0","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","4.2",,"POINT (-89.148632 40.124144)","POINT (-87.621794 41.832778)"
"2020-06-21T00:00:00.000","145029","PRESENCE VILLA FRANCISCAN","210 NORTH SPRINGFIELD AVENUE","JOLIET","IL","60435","Y","Y","0","14","0","42","0","0","0","19","0","13","154","55","Y","N","Y","N","0","23","0","2","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",,,,,,"763.6","236.4","31.0","POINT (-89.148632 40.124144)","POINT (-88.13760600000002 41.525737)"
"2020-05-31T00:00:00.000","056381","ANTIOCH CONVALESCENT HOSPITAL","1210 A STREET","ANTIOCH","CA","94509","Y","Y","0","0","0","0","0","1","0","0","0","0","99","77","Y","N","Y","N","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-119.662127 37.211164)","POINT (-121.80601700000001 38.009132)"
"2020-06-14T00:00:00.000","105875","SAVANNAH COVE OF THE PALM BEACHES","2090 N CONGRESS AVE","WEST PALM BEACH","FL","33401","Y","Y","0","0","0","0","0","0","1","1","0","0","30","20","Y","N","Y","N","0","0","0","0","0","0","N","N","N","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N",,,,,"0.0","0.0",,"POINT (-82.42097800000002 28.260731)","POINT (-80.089826 26.735923)"
"2020-06-07T00:00:00.000","065195","SAN JUAN LIVING CENTER","1043 RIDGE ST","MONTROSE","CO","81401","Y","Y","0","2","0","17","0","1","0","15","0","6","64","47","Y","Y","Y","Y","1","7","0","0","0","0","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,"361.7","127.7","35.3","POINT (-105.547832 38.998552)","POINT (-107.860654 38.47777200000001)"
"2020-06-07T00:00:00.000","145021","HEARTLAND OF MACOMB","8 DOCTORS LANE","MACOMB","IL","61455","Y","Y","0","2","1","24","1","2","5","11","5","10","80","32","Y","N","Y","N","1","14","2","9","1","1","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"750.0","312.5","41.7","POINT (-89.148632 40.124144)","POINT (-90.662354 40.446774000000005)"
"2020-05-31T00:00:00.000","105596","REGENTS PARK AT AVENTURA","18905 NE 25TH AVE","AVENTURA","FL","33180","Y","Y","0","4","0","39","0","0","2","8","2","5","180","118","Y","N","Y","N","0","23","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"330.5","42.4","12.8","POINT (-82.42097800000002 28.260731)","POINT (-80.150871 25.950302)"
"2020-05-24T00:00:00.000","055169","JEWISH HOME & REHAB CENTER D/P SNF","302 SILVER AVENUE","SAN FRANCISCO","CA","94112","Y","Y","12","12","2","2","20","20","0","0","0","0","378","316","Y","N","Y","Y","1","1","4","4","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"6.3","0.0","0.0","POINT (-119.662127 37.211164)","POINT (-122.43041700000002 37.728549)"
"2020-05-24T00:00:00.000","106102","SARASOTA POINT REHABILITATION CENTER","2600 COURTLAND STREET","SARASOTA","FL","34237","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-82.42097800000002 28.260731)","POINT (-82.516975 27.326399)"
"2020-05-31T00:00:00.000","125059","PALOLO CHINESE HOME","2459 10TH AVENUE","HONOLULU","HI","96816","Y","Y","0","0","0","0","0","0","0","0","0","0","113","104","Y","Y","Y","N","0","0","0","1","0","0","Y","N","Y","N","Y","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-157.854309 21.361013)","POINT (-157.78806 21.303809)"
"2020-06-14T00:00:00.000","055039","GOOD SAMARITAN REHAB AND CARE CENTER","1630 N. EDISON STREET","STOCKTON","CA","95204","Y","Y","0","0","0","0","0","0","0","0","0","0","98","85","Y","N","Y","N","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-119.662127 37.211164)",
"2020-06-14T00:00:00.000","075252","WESTSIDE CARE CENTER","349 BIDWELL STREET","MANCHESTER","CT","06040","Y","Y","0","1","1","71","0","0","1","10","0","17","162","119","Y","Y","Y","N","3","23","2","34","0","0","Y","N","Y","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",,,,,,"596.6","142.9","23.9","POINT (-72.738288 41.575155)","POINT (-72.544459 41.759532)"
"2020-05-24T00:00:00.000","115631","PRUITTHEALTH - GRANDVIEW","165 WINSTON DRIVE","ATHENS","GA","30607","Y","Y","3","3","1","1","0","0","0","0","0","0","72","58","Y","N","Y","N","1","1","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"17.2","0.0","0.0","POINT (-83.426574 32.638481)","POINT (-83.395398 33.976057)"
"2020-06-21T00:00:00.000","105516","DARCY HALL OF LIFE CARE","2170 PALM BEACH LAKES BLVD","WEST PALM BEACH","FL","33409","Y","Y","0","0","0","1","0","0","0","10","0","0","197","182","N","N","N","N","0","1","0","0","0","0","N","N","N","N","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N",,,,,"5.5","0.0","0.0","POINT (-82.42097800000002 28.260731)","POINT (-80.095361 26.712057)"
"2020-05-24T00:00:00.000","075319","LITCHFIELD WOODS HEALTH CARE C","255 ROBERTS ST","TORRINGTON","CT","06790","Y","Y","10","10","0","0","0","0","7","7","5","5","160","99","Y","N","Y","N","1","1","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","50.5",,"POINT (-72.738288 41.575155)","POINT (-73.141224 41.808768)"
"2020-05-24T00:00:00.000","105409","GOLFVIEW HEALTHCARE CENTER","3636 10TH AVE N","SAINT PETERSBURG","FL","33713","Y","Y","0","0","0","0","0","0","0","0","0","0","56","48","Y","Y","N","N","0","0","1","1","0","0","N","N","N","N","Y","N","Y","Y","Y","N","Y","N","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-82.42097800000002 28.260731)","POINT (-82.683119 27.781869)"
"2020-06-14T00:00:00.000","045290","DARDANELLE NURSING AND REHABILITATION CENTER,INC","2199 STATE HWY 7 NORTH","DARDANELLE","AR","72834","Y","Y","0","0","1","1","0","0","1","1","0","0","110","100","Y","N","Y","N","1","1","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"10.0","0.0","0.0","POINT (-92.439162 34.899825)","POINT (-93.154794 35.205014)"
"2020-06-07T00:00:00.000","105029","COMMUNITY CONVALESCENT CENTER","2202 W OAK AVE","PLANT CITY","FL","33563","Y","N","0","9","5","12","0","9","0","35","0","27","120","43","Y","N","Y","N","2","6","0","6","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"279.1","627.9","225.0","POINT (-82.42097800000002 28.260731)","POINT (-82.145421 28.016460000000002)"
"2020-06-07T00:00:00.000","045427","SHILOH NURSING AND REHAB, LLC","1092 WEST STULTZ ROAD","SPRINGDALE","AR","72764","Y","Y","0","0","0","0","0","2","0","2","0","0","77","72","Y","N","Y","N","4","7","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-92.439162 34.899825)",
"2020-05-24T00:00:00.000","135011","GATEWAY TRANSITIONAL CARE CENTER","527 MEMORIAL DRIVE","POCATELLO","ID","83201","Y","Y","0","0","0","0","0","0","2","2","0","0","88","80","Y","N","Y","N","0","0","0","0","0","0","Y","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-114.659366 44.389073)","POINT (-112.431284 42.868832)"
"2020-06-14T00:00:00.000","035004","SANTA ROSA CARE CENTER","1650 NORTH SANTA ROSA AVENUE","TUCSON","AZ","85712","Y","Y","0","0","0","0","0","0","0","3","0","0","141","117","Y","Y","N","N","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-111.664616 34.293239)","POINT (-110.886223 32.242612)"
"2020-06-21T00:00:00.000","075106","MIDDLESEX HEALTH CARE CENTER","100 RANDOLPH RD","MIDDLETOWN","CT","06457","Y","Y","0","4","0","75","0","24","0","15","0","4","150","123","Y","N","Y","N","0","16","1","10","0","1","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"609.8","32.5","5.3","POINT (-72.738288 41.575155)","POINT (-72.616498 41.534852)"
"2020-06-21T00:00:00.000","145413","APERION CARE TOLUCA","101 EAST VIA GHIGLIERI","TOLUCA","IL","61369","Y","Y","0","0","0","0","0","0","0","0","0","0","101","78","Y","N","Y","N","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-89.148632 40.124144)","POINT (-89.132891 41.011224)"
"2020-05-31T00:00:00.000","015393","CROWNE HEALTH CARE OF MONTGOMERY","1837 UPPER WETUMPKA ROAD","MONTGOMERY","AL","36107","Y","Y","2","2","0","0","0","0","2","6","0","0","185","150","Y","N","Y","N","1","3","0","3","0","0","N","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-86.844516 32.756889)","POINT (-86.282117 32.386047)"
"2020-05-31T00:00:00.000","105792","LIFE CARE CENTER OF WINTER HAVEN","1510 CYPRESS GARDENS BLVD","WINTER HAVEN","FL","33884","Y","Y","2","4","0","0","0","0","2","3","0","0","177","147","Y","N","Y","N","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-82.42097800000002 28.260731)","POINT (-81.705325 28.004976)"
"2020-05-24T00:00:00.000","106072","VILLAGE PLACE HEALTH AND REHABILITATION CENTER","2370 HARBOR BLVD","PORT CHARLOTTE","FL","33952","Y","Y","0","0","0","0","0","0","0","0","0","0","104","84","Y","N","Y","N","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-82.42097800000002 28.260731)","POINT (-82.096366 26.993711)"
"2020-06-21T00:00:00.000","105429","FIRST COAST HEALTH & REHABILITATION CENTER","7723 JASPER AVENUE","JACKSONVILLE","FL","32211","Y","Y","0","0","0","0","0","0","0","0","0","0","100","91","N","N","N","N","0","1","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-82.42097800000002 28.260731)","POINT (-81.57698300000001 30.321613999999997)"
"2020-05-31T00:00:00.000","056139","ROSEVILLE POINT HEALTH & WELLNESS CENTER","600 SUNRISE AVENUE","ROSEVILLE","CA","95661","Y","Y","0","0","0","0","0","0","1","2","0","0","98","80","Y","N","Y","N","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-119.662127 37.211164)","POINT (-121.272009 38.737465)"
"2020-06-21T00:00:00.000","05A192","THE ROYAL HOME","12436 ROYAL ROAD","EL CAJON","CA","92021","Y","Y","0","0","0","0","0","0","0","0","0","0","19","19","Y","N","N","Y","0","0","0","0","0","0","Y","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-119.662127 37.211164)","POINT (-116.92402 32.824089)"
"2020-06-21T00:00:00.000","055542","MISSION CARE CENTER","8487 MAGNOLIA AVENUE","RIVERSIDE","CA","92504","Y","Y","0","0","0","0","0","0","0","1","0","0","40","38","Y","N","Y","N","0","1","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","37","27","Y","Y","0.0","0.0",,"POINT (-119.662127 37.211164)","POINT (-117.42787499999999 33.931043)"
"2020-06-21T00:00:00.000","105813","PARK RIDGE NURSING CENTER","730 COLLEGE STREET","JACKSONVILLE","FL","32204","N",,"0","0","0","0","0","0","0","0","0","0","104","89",,,,,"0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0.0","0.0",,"POINT (-82.42097800000002 28.260731)","POINT (-81.681461 30.318131999999995)"
"2020-05-31T00:00:00.000","045348","LONGMEADOW NURSING CENTER - CAMDEN","365 ALPHA STREET","CAMDEN","AR","71701","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-92.439162 34.899825)","POINT (-92.885101 33.585439)"
"2020-06-21T00:00:00.000","015411","SHELBY RIDGE NURSING HOME","881 3RD STREET NORTHEAST","ALABASTER","AL","35007","Y","Y","0","14","0","23","1","43","0","20","0","3","131","114","Y","N","Y","N","0","15","3","31","0","0","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"201.8","26.3","13.0","POINT (-86.844516 32.756889)","POINT (-86.811821 33.251015)"
"2020-06-07T00:00:00.000","045437","STONEGATE VILLA HEALTH AND REHABILITATION, LLC","118 JERRY SELBY DRIVE","CROSSETT","AR","71635","Y","Y","0","0","0","0","0","0","0","0","0","0","76","63","Y","Y","Y","N","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-92.439162 34.899825)","POINT (-91.939036 33.139932)"
"2020-05-31T00:00:00.000","105326","CANTERBURY TOWERS INC","3501 BAYSHORE BLVD","TAMPA","FL","33629","Y","Y","0","0","0","0","0","1","0","0","0","0","60","30","N","N","N","N","0","0","0","2","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-82.42097800000002 28.260731)","POINT (-82.490836 27.911187)"
"2020-05-24T00:00:00.000","115427","THOMASVILLE HEALTH & REHAB, LLC","120 SKYLINE DRIVE","THOMASVILLE","GA","31757","Y","Y","5","5","26","26","0","0","9","9","2","2","52","36","Y","N","Y","N","7","7","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"722.2","55.6","7.7","POINT (-83.426574 32.638481)","POINT (-83.937149 30.853395)"
"2020-05-31T00:00:00.000","055612","SHADOWBROOK POST ACUTE","1 GILMORE LANE","OROVILLE","CA","95966","Y","Y","0","0","0","0","0","0","0","0","0","0","50","38","Y","Y","N","N","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-119.662127 37.211164)","POINT (-121.540566 39.507796)"
"2020-06-21T00:00:00.000","075371","LUTHERAN HOME OF SOUTHBURY INC","990 NORTH MAIN STREET","SOUTHBURY","CT","06488","Y","Y","0","7","0","58","0","7","1","34","0","18","120","93","Y","Y","Y","N","3","32","0","22","0","0","N","N","N","N","Y","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N",,,,,"623.7","193.5","31.0","POINT (-72.738288 41.575155)","POINT (-73.21103 41.504094)"
"2020-05-31T00:00:00.000","105650","BAYSHORE POINTE NURSING AND REHAB CENTER","3117 W GANDY BLVD","TAMPA","FL","33611","Y","Y","0","0","0","0","0","0","0","1","0","0","117","94","Y","N","Y","N","1","1","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-82.42097800000002 28.260731)","POINT (-82.495609 27.893684)"
"2020-06-14T00:00:00.000","055187","GARDEN VIEW POST- ACUTE REHABILITATION","14475 GARDEN VIEW LANE","BALDWIN PARK","CA","91706","N",,"0","0","0","0","0","0","0","0","0","0","97","70",,,,,"0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0.0","0.0",,"POINT (-119.662127 37.211164)","POINT (-117.960438 34.06862)"
"2020-05-24T00:00:00.000","145438","COLLINSVILLE REHAB & HEALTH CC","614 NORTH SUMMIT","COLLINSVILLE","IL","62234","Y","Y","0","0","0","0","4","4","3","3","0","0","98","60","Y","Y","Y","N","0","0","0","0","0","0","Y","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-89.148632 40.124144)",
"2020-06-21T00:00:00.000","055289","LODI CREEK POST ACUTE","321 WEST TURNER ROAD","LODI","CA","95240","Y","Y","0","0","0","0","0","0","1","16","0","0","86","76","Y","N","Y","Y","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-119.662127 37.211164)","POINT (-121.277519 38.145686)"
"2020-06-14T00:00:00.000","115725","HARRINGTON PARK HEALTH AND REHABILITATION","511 PLEASANT HOME ROAD","AUGUSTA","GA","30907","Y","Y","0","1","0","0","2","9","0","7","0","0","58","44","Y","N","Y","N","1","1","0","5","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-83.426574 32.638481)","POINT (-82.079969 33.501422)"
"2020-06-14T00:00:00.000","015137","ALICEVILLE MANOR NURSING HOME","703 17TH STREET NORTHWEST","ALICEVILLE","AL","35442","Y","Y","0","2","0","0","0","5","0","0","0","0","97","79","Y","Y","Y","N","0","1","2","9","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-86.844516 32.756889)","POINT (-88.16865 33.134382)"
"2020-06-14T00:00:00.000","015208","OZARK HEALTH AND REHABILITATION, LLC","312 BRYAN DRIVE","OZARK","AL","36360","Y","Y","0","0","0","0","1","1","1","13","0","0","149","132","Y","N","Y","N","0","0","1","3","0","0","N","N","N","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",,,,,,"0.0","0.0",,"POINT (-86.844516 32.756889)","POINT (-85.633872 31.472283)"
"2020-05-24T00:00:00.000","055448","DINUBA HEALTHCARE","1730 SOUTH COLLEGE AVE.","DINUBA","CA","93618","Y","Y","0","0","67","67","31","31","6","6","6","6","94","65","Y","N","N","Y","23","23","3","3","0","0","N","N","N","N","Y","N","Y","Y","Y","N","Y","N","Y","Y","Y","Y",,,,,,"1030.8","92.3","9.0","POINT (-119.662127 37.211164)",
"2020-05-31T00:00:00.000","015447","MONTROSE BAY HEALTH AND REHAB","22670 MAIN STREET","FAIRHOPE","AL","36532","Y","Y","0","0","0","0","0","0","0","0","0","0","83","64","Y","N","Y","N","0","0","0","0","0","0","N","N","N","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-86.844516 32.756889)","POINT (-87.899732 30.555349)"
"2020-06-21T00:00:00.000","015115","CORDOVA HEALTH AND REHABILITATION, LLC","70 HIGHLAND STREET WEST","CORDOVA","AL","35550","Y","Y","0","0","0","0","0","3","0","14","0","0","114","108","Y","N","Y","N","0","0","1","19","0","0","N","N","N","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",,,,,,"0.0","0.0",,"POINT (-86.844516 32.756889)","POINT (-87.184853 33.762015)"
